product_id;code_public;name_full
41048;31050.21;"ROKA Konzola pro Ø 210 mm"
42092;"SONE G 01";"ROMOTOP Krbová kamna SONE G 01 keramika s reliéfem"
41049;31050.23;"ROKA Konzola pro Ø 230 mm"
42093;"SONE G 01 A";"ROMOTOP Krbová kamna SONE G 01 A keramika s reliéfem"
41050;31050.25;"ROKA Konzola pro Ø 250 mm"
42094;"SONE G 02";"ROMOTOP Krbová kamna SONE G 02 kámen"
41051;31050.28;"ROKA Konzola pro Ø 280 mm"
42095;"SONE G 02 A";"ROMOTOP Krbová kamna SONE G 02 A kámen"
41052;31050.3;"ROKA Konzola pro Ø 300 mm"
42096;"SONE G 03";"ROMOTOP Krbová kamna SONE G 03 plech"
41054;31050.35;"ROKA Konzola pro Ø 350 mm"
42097;"SONE G 03 A";"ROMOTOP Krbová kamna SONE G 03 A plech"
41055;31051.25;"ROKA Konzola Profi pro Ø 250 mm"
42098;"SONE G 04";"ROMOTOP Krbová kamna SONE G 04 pískovec"
41058;31051.3;"ROKA Konzola Profi pro Ø 300 mm"
42099;"SONE G 04 A";"ROMOTOP Krbová kamna SONE G 04 A pískovec"
41060;31051.35;"ROKA Konzola Profi pro Ø 350 mm"
42100;"SONE G 05";"ROMOTOP Krbová kamna SONE G 05 keramika"
41533;31610.2;"ROKA Čelová spona + čelo Ø 200 mm pro díly s 25 mm izolací"
42101;"SONE G 05 A";"ROMOTOP Krbová kamna SONE G 05 A keramika"
41534;31610.21;"ROKA Čelová spona + čelo Ø 210 mm pro díly s 25 mm izolací"
42157;0424617410000;"HAAS & SOHN Krbová kamna MOLDE"
41536;31610.25;"ROKA Čelová spona + čelo Ø 250 mm pro díly s 25 mm izolací"
41537;31610.28;"ROKA Čelová spona + čelo Ø 280 mm pro díly s 25 mm izolací"
41538;31610.3;"ROKA Čelová spona + čelo Ø 300 mm pro díly s 25 mm izolací"
42762;Q108;"DEFRO HOME Krbová kamna DELLA s plotýnkou"
41539;35610.26;"ROKA Čelová spona + čelo Ø 260 mm  pro díly s 50 mm izolací"
41540;35610.28;"ROKA Čelová spona + čelo Ø 280 mm  pro díly s 50 mm izolací"
41542;35610.33;"ROKA Čelová spona + čelo Ø 330 mm  pro díly s 50 mm izolací"
41543;35610.35;"ROKA Čelová spona + čelo Ø 350 mm  pro díly s 50 mm izolací"
42807;"EVORA 22";"ROMOTOP Krbová kamna Evora 22 kámen"
41590;31700.2;"ROKA Kotevní element Ø 200 mm"
41591;31700.21;"ROKA Kotevní element Ø 210 mm"
41592;31700.23;"ROKA Kotevní element Ø 230 mm"
41593;31700.25;"ROKA Kotevní element Ø 250 mm"
41595;31700.28;"ROKA Kotevní element Ø 280 mm"
41598;31700.35;"ROKA Kotevní element Ø 350 mm"
41604;31710.28;"ROKA Kotvící objímka Ø 280 mm"
41607;31710.35;"ROKA Kotvící objímka Ø 350 mm"
41516;31600.2;"ROKA Spona Ø 200 mm"
43297;Q121;"DEFRO HOME Sedna"
41517;31600.21;"ROKA Spona Ø 210 mm"
41518;31600.23;"ROKA Spona Ø 230 mm"
38553;"LAREDO F 01";"ROMOTOP Krbová kamna LAREDO F keramika"
41519;31600.25;"ROKA Spona Ø 250 mm"
41520;31600.26;"ROKA Spona Ø 260 mm"
41522;31600.3;"ROKA Spona Ø 300 mm"
41524;31600.35;"ROKA Spona Ø 350 mm"
41525;31601.21;"ROKA Spona s přezkou Ø 210 mm"
41529;31601.28;"ROKA Spona s přezkou Ø 280 mm"
41532;31601.35;"ROKA Spona s přezkou Ø 350 mm"
38537;"EVORA 01 AKUM";"ROMOTOP Krbová kamna EVORA AKUM keramika"
41624;31805.2;"ROKA Závěs kouřovodu Ø 200 mm"
41625;31805.21;"ROKA Závěs kouřovodu Ø 210 mm"
41626;31805.23;"ROKA Závěs kouřovodu Ø 230 mm"
41627;31805.25;"ROKA Závěs kouřovodu Ø 250 mm"
41629;31805.28;"ROKA Závěs kouřovodu Ø 280 mm"
41630;31805.3;"ROKA Závěs kouřovodu Ø 300 mm"
41632;31805.35;"ROKA Závěs kouřovodu Ø 350 mm"
41615;31730.2;"ROKA Lůžko přednastavitelné 60–100 mm Ø 200 mm"
41616;31730.21;"ROKA Lůžko přednastavitelné 60–100 mm Ø 210 mm"
41617;31730.23;"ROKA Lůžko přednastavitelné 60–100 mm Ø 230 mm"
41620;31730.28;"ROKA Lůžko přednastavitelné 60–100 mm Ø 280 mm"
41621;31730.3;"ROKA Lůžko přednastavitelné 60–100 mm Ø 300 mm"
41623;31730.35;"ROKA Lůžko přednastavitelné 60–100 mm Ø 350 mm"
41611;31725.25;"ROKA Lůžko šířka 50 mm Ø 250 mm"
41612;31725.26;"ROKA Lůžko šířka 50 mm Ø 260 mm"
41613;31725.28;"ROKA Lůžko šířka 50 mm Ø 280 mm"
41614;31725.3;"ROKA Lůžko šířka 50 mm Ø 300 mm"
42235;31601.2;"ROKA Spona s přezkou Ø 200 mm"
41599;31710.2;"ROKA Kotvící objímka Ø 200 mm"
41602;31710.25;"ROKA Kotvící objímka Ø 250 mm"
41372;31431.2;"ROKA Lemování 0–30° tvrdá krytina Ø 200 mm"
41373;31431.21;"ROKA Lemování 0–30° tvrdá krytina Ø 210 mm"
41374;31431.23;"ROKA Lemování 0–30° tvrdá krytina Ø 230 mm"
41375;31431.25;"ROKA Lemování 0–30° tvrdá krytina Ø 250 mm"
41377;31431.28;"ROKA Lemování 0–30° tvrdá krytina Ø 280 mm"
41378;31431.3;"ROKA Lemování 0–30° tvrdá krytina Ø 300 mm"
41380;31431.35;"ROKA Lemování 0–30° tvrdá krytina Ø 350 mm"
41363;31420.2;"ROKA Lemování 0° Ø 200 mm"
41364;31420.21;"ROKA Lemování 0° Ø 210 mm"
41365;31420.23;"ROKA Lemování 0° Ø 230 mm"
41366;31420.25;"ROKA Lemování 0° Ø 250 mm"
41368;31420.28;"ROKA Lemování 0° Ø 280 mm"
41745;0332315200000;"HAAS & SOHN Krbová kamna EMPOLI AL II s výměníkem – černá, hnědá kachle"
41369;31420.3;"ROKA Lemování 0° Ø 300 mm"
41746;0332315210000;"HAAS & SOHN Krbová kamna EMPOLI AL II s výměníkem – černá, zelená kachle"
41371;31420.35;"ROKA Lemování 0° Ø 350 mm"
41747;0332315220000;"HAAS & SOHN Krbová kamna EMPOLI AL II s výměníkem – černá, bordeaux kachle"
41408;31441.2;"ROKA Lemování 23–47° tvrdá krytina Ø 200 mm"
41748;0332315240000;"HAAS & SOHN Krbová kamna EMPOLI AL II s výměníkem – černá, kachle karamel"
41409;31441.21;"ROKA Lemování 23–47° tvrdá krytina Ø 210 mm"
41410;31441.23;"ROKA Lemování 23–47° tvrdá krytina Ø 230 mm"
41411;31441.25;"ROKA Lemování 23–47° tvrdá krytina Ø 250 mm"
41414;31441.3;"ROKA Lemování 23–47° tvrdá krytina Ø 300 mm"
41416;31441.35;"ROKA Lemování 23–47° tvrdá krytina Ø 350 mm"
41737;0332315600000;"HAAS & SOHN Krbová kamna EBOLI AL II s výměníkem – černá, hnědá kachle"
41444;31451.2;"ROKA Lemování 37–53° tvrdá krytina Ø 200 mm"
41738;0332315610000;"HAAS & SOHN Krbová kamna EBOLI AL II s výměníkem – černá, zelená kachle"
41445;31451.21;"ROKA Lemování 37–53° tvrdá krytina Ø 210 mm"
41739;0332315640000;"HAAS & SOHN Krbová kamna EBOLI AL II s výměníkem – černá, kachle karamel"
41446;31451.23;"ROKA Lemování 37–53° tvrdá krytina Ø 230 mm"
41740;0332315660000;"HAAS & SOHN Krbová kamna EBOLI AL II s výměníkem – černá, kachle tabak"
41449;31451.28;"ROKA Lemování 37–53° tvrdá krytina Ø 280 mm"
41450;31451.3;"ROKA Lemování 37–53° tvrdá krytina Ø 300 mm"
41452;31451.35;"ROKA Lemování 37–53° tvrdá krytina Ø 350 mm"
41578;32640.15;"ROKA Kotlový díl Ø 150 mm s izolací 25 mm"
41579;32640.16;"ROKA Kotlový díl Ø 160 mm s izolací 25 mm"
41580;32640.18;"ROKA Kotlový díl Ø 180 mm s izolací 25 mm"
41581;32640.2;"ROKA Kotlový díl Ø 200 mm s izolací 25 mm"
41582;32640.23;"ROKA Kotlový díl Ø 230 mm s izolací 25 mm"
41583;32640.25;"ROKA Kotlový díl Ø 250 mm s izolací 25 mm"
41584;36640.15;"ROKA Kotlový díl Ø 150 mm s izolací 50 mm"
41585;36640.16;"ROKA Kotlový díl Ø 160 mm s izolací 50 mm"
41586;36640.18;"ROKA Kotlový díl Ø 180 mm s izolací 50 mm"
41587;36640.2;"ROKA Kotlový díl Ø 200 mm s izolací 50 mm"
41588;36640.23;"ROKA Kotlový díl Ø 230 mm s izolací 50 mm"
41589;36640.25;"ROKA Kotlový díl Ø 250 mm s izolací 50 mm"
41354;31810.2;"ROKA Krakorec pro Ø 200 mm"
41355;31810.21;"ROKA Krakorec pro Ø 210 mm"
41356;31810.23;"ROKA Krakorec pro Ø 230 mm"
41357;31810.25;"ROKA Krakorec pro Ø 250 mm"
41359;31810.28;"ROKA Krakorec pro Ø 280 mm"
41360;31810.3;"ROKA Krakorec pro Ø 300 mm"
41362;31810.35;"ROKA Krakorec pro Ø 350 mm"
41333;32370.15;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 150 mm s izolací 25 mm"
42233;32370.16;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 160 mm s izolací 25 mm"
41335;32370.18;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 180 mm s izolací 25 mm"
41336;32370.2;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 200 mm s izolací 25 mm"
41337;32370.23;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 230 mm s izolací 25 mm"
41338;32370.25;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 250 mm s izolací 25 mm"
41339;36370.15;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 150 mm s izolací 50 mm"
41340;36370.16;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 160 mm s izolací 50 mm"
41341;36370.18;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 180 mm s izolací 50 mm"
41342;36370.2;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 200 mm s izolací 50 mm"
41343;36370.23;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 230 mm s izolací 50 mm"
41344;36370.25;"ROKA Nerezový třívrstvý komínový vynášecí díl Ø 250 mm s izolací 50 mm"
40249;30059671;"JOTUL Krbová kamna Jøtul F 500 ECO SE – smalt slonová kost"
41555;31620.15;"ROKA Uzávěr průduchu Ø 150 mm s izolací 25 mm"
41556;31620.16;"ROKA Uzávěr průduchu Ø 160 mm s izolací 25 mm"
41557;31620.18;"ROKA Uzávěr průduchu Ø 180 mm s izolací 25 mm"
41558;31620.2;"ROKA Uzávěr průduchu Ø 200 mm s izolací 25 mm"
41559;31620.23;"ROKA Uzávěr průduchu Ø 230 mm s izolací 25 mm"
41560;31620.25;"ROKA Uzávěr průduchu Ø 250 mm s izolací 25 mm"
41561;36620.16;"ROKA Uzávěr průduchu Ø 160 mm s izolací 50 mm"
41562;36620.18;"ROKA Uzávěr průduchu Ø 180 mm s izolací 50 mm"
41563;36620.2;"ROKA Uzávěr průduchu Ø 200 mm s izolací 50 mm"
41564;36620.23;"ROKA Uzávěr průduchu Ø 230 mm s izolací 50 mm"
41565;36620.25;"ROKA Uzávěr průduchu Ø 250 mm s izolací 50 mm"
41024;31010.2;"ROKA Teleskopická stolička Ø 150 mm s izolací 25 mm"
41025;31010.21;"ROKA Teleskopická stolička Ø 160 mm s izolací 25 mm"
41026;31010.23;"ROKA Teleskopická stolička Ø 180 mm s izolací 25 mm"
41027;31010.25;"ROKA Teleskopická stolička Ø 200 mm s izolací 25 mm"
42222;31010.26;"ROKA Teleskopická stolička Ø 160 mm s izolací 50 mm"
41028;31010.28;"ROKA Teleskopická stolička Ø 180 mm s izolací 25 mm"
41029;31010.3;"ROKA Teleskopická stolička Ø 200 mm s izolací 25 mm"
41031;31010.35;"ROKA Teleskopická stolička Ø 250 mm s izolací 50 mm"
41032;31020.2;"ROKA Stolička Ø 150 mm s izolací 25 mm"
41033;31020.21;"ROKA Stolička Ø 160 mm s izolací 25 mm"
41034;31020.23;"ROKA Stolička Ø 180 mm s izolací 25 mm"
41035;31020.25;"ROKA Stolička Ø 200 mm s izolací 25 mm"
41036;31020.28;"ROKA Stolička Ø 230 mm s izolací 25 mm"
41037;31020.3;"ROKA Stolička Ø 250 mm s izolací 25 mm"
41039;31020.35;"ROKA Stolička Ø 250 mm s izolací 50 mm"
41040;31040.32;"ROKA Pomocná konzola – délka 320 mm"
41041;31040.4;"ROKA Pomocná konzola – délka 400 mm"
41043;31040.6;"ROKA Pomocná konzola – délka 600 mm"
41044;31040.7;"ROKA Pomocná konzola – délka 700 mm"
41045;31040.8;"ROKA Pomocná konzola – délka 800 mm"
41046;31040.985;"ROKA Pomocná konzola – délka 985 mm"
41094;36072.2;"ROKA Dno s odvodem kruhové Ø 200 mm s izolací 50 mm"
41095;36072.23;"ROKA Dno s odvodem kruhové Ø 230 mm s izolací 50 mm"
41096;36072.25;"ROKA Dno s odvodem kruhové Ø 250 mm s izolací 50 mm"
41527;31601.25;"ROKA Spona s přezkou Ø 250 mm"
41164;36210.16;"Nerezový třívrstvý sopouch 60° – tloušťka izolace 50 mm – Ø vložky 160 mm | přiřazený Ø 260 mm"
40826;22105.15;"ROKA Díl s dvojitým kontrolním otvorem 150 x 250 mm Ø 150 mm"
40827;22105.16;"ROKA Díl s dvojitým kontrolním otvorem 150 x 250 mm Ø 160 mm"
40828;22105.18;"ROKA Díl s dvojitým kontrolním otvorem 150 x 250 mm Ø 180 mm"
40829;22105.2;"ROKA Díl s dvojitým kontrolním otvorem 150 x 250 mm Ø 200 mm"
40834;22140.15;"ROKA Díl s obdélníkovým otvorem Ø 150 mm"
40835;22140.16;"ROKA Díl s obdélníkovým otvorem Ø 160 mm"
40836;22140.18;"ROKA Díl s obdélníkovým otvorem Ø 180 mm"
40837;22140.2;"ROKA Díl s obdélníkovým otvorem Ø 200 mm"
42208;22100.14;"ROKA Díl s kontrolním otvorem 150 x 250 mm Ø 140 mm"
41003;23320.15;"ROKA Komínový díl 250 mm s tloušťkou plechu 0,8 mm Ø 150 mm"
41004;23320.16;"ROKA Komínový díl 250 mm s tloušťkou plechu 0,8 mm Ø 160 mm"
41005;23320.18;"ROKA Komínový díl 250 mm s tloušťkou plechu 0,8 mm Ø 180 mm"
41006;23320.2;"ROKA Komínový díl 250 mm s tloušťkou plechu 0,8 mm Ø 200 mm"
40833;22130.2;"ROKA Díl s kruhovým kontrolním otvorem s deklem Ø 200 mm"
40873;22300.15;"ROKA Komínový díl 920 mm Ø 150 mm"
40874;22300.16;"ROKA Komínový díl 920 mm Ø 160 mm"
40877;22320.15;"ROKA Komínový díl 250 mm Ø 150 mm"
40830;22130.15;"ROKA Díl s kruhovým kontrolním otvorem s deklem Ø 150 mm"
40831;22130.16;"ROKA Díl s kruhovým kontrolním otvorem s deklem Ø 160 mm"
40832;22130.18;"ROKA Díl s kruhovým kontrolním otvorem s deklem Ø 180 mm"
40995;23300.15;"ROKA Komínový díl 920 mm s tloušťkou plechu 0,8 mm Ø 150 mm"
41012;29250.18;"ROKA Koleno 45° z žáruvzdorné nerezi RS 2900 s tloušťkou plechu 2 mm Ø 180 mm"
40857;22255.15;"ROKA Přestavitelné koleno 0° – 45° Ø 150 mm"
40865;22296.15;"ROKA Přestavitelné koleno 0° – 90° s kontrolním otvorem Ø 150 mm"
40867;22296.18;"ROKA Přestavitelné koleno 0° – 90° s kontrolním otvorem Ø 180 mm"
40868;22296.2;"ROKA Přestavitelné koleno 0° – 90° s kontrolním otvorem Ø 200 mm"
40861;22295.15;"ROKA Přestavitelné koleno 0° – 90° Ø 150 mm"
42213;22296.14;"ROKA Přestavitelné koleno 0° – 90° s kontrolním otvorem Ø 140 mm"
42212;22295.14;"ROKA Přestavitelné koleno 0° – 90° Ø 140 mm"
40949;22660.15;"ROKA Komínová klapka Ø 150 mm"
40950;22660.16;"ROKA Komínová klapka Ø 160 mm"
40951;22660.18;"ROKA Komínová klapka Ø 180 mm"
40952;22660.2;"ROKA Komínová klapka Ø 200 mm"
40953;Okli;"ROKA Klička na klapku bílá"
41022;29664.18;"ROKA Dvoucestná klapka z žáruvzdorné nerezi RS 2900 s tloušťkou plechu 2 mm Ø 180 mm"
40853;22215.15;"ROKA Sopouch 45° Ø 150 mm"
40854;22215.16;"ROKA Sopouch 45° Ø 160 mm"
40855;22215.18;"ROKA Sopouch 45° Ø 180 mm"
40856;22215.2;"ROKA Sopouch 45° Ø 200 mm"
40845;22198.15;"ROKA Sopouch 87° Ø 150 mm"
40846;22198.16;"ROKA Sopouch 87° Ø 160 mm"
40847;22198.18;"ROKA Sopouch 87° Ø 180 mm"
40848;22198.2;"ROKA Sopouch 87° Ø 200 mm"
42209;22190.14;"ROKA Sopouch 90° Ø 140 mm"
40850;22210.16;"ROKA Sopouch 60° Ø 160 mm"
40881;22330.15;"ROKA Ohebná vložka Flex D3 (tloušťka 0,4 mm) 1 m Ø 150 mm"
40882;22330.16;"ROKA Ohebná vložka Flex D3 (tloušťka 0,4 mm) 1 m Ø 160 mm"
40883;22330.18;"ROKA Ohebná vložka Flex D3 (tloušťka 0,4 mm) 1 m Ø 180 mm"
40884;22330.2;"ROKA Ohebná vložka Flex D3 (tloušťka 0,4 mm) 1 m Ø 200 mm"
40937;22690.15;"ROKA Přechodový díl menší–větší (ze 150 na větší)"
40938;22690.16;"ROKA Přechodový díl menší–větší (ze 160 na větší)"
40939;22690.18;"ROKA Přechodový díl menší–větší (ze 180 na větší)"
40940;22690.2;"ROKA Přechodový díl menší–větší (ze 200 na větší)"
40929;22680.15;"ROKA Přechodový díl větší–menší (ze 150 na menší)"
40930;22680.16;"ROKA Přechodový díl větší–menší (ze 160 na menší)"
40931;22680.18;"ROKA Přechodový díl větší–menší (ze 180 na menší)"
40932;22680.2;"ROKA Přechodový díl větší–menší (z 200 na menší)"
40941;22695.15;"ROKA Přechodový díl menší–větší tažený (ze 150 na větší)"
40942;22695.16;"ROKA Přechodový díl menší–větší tažený (ze 160 na větší)"
40943;22695.18;"ROKA Přechodový díl menší–větší tažený (ze 180 na větší)"
40944;22695.2;"ROKA Přechodový díl menší–větší tažený (ze 200 na větší)"
40933;22685.15;"ROKA Přechodový díl větší–menší tažený (ze 150 na menší)"
40934;22685.16;"ROKA Přechodový díl větší–menší tažený (ze 160 na menší)"
40935;22685.18;"ROKA Přechodový díl větší–menší tažený (ze 180 na menší)"
40936;22685.2;"ROKA Přechodový díl větší–menší tažený (ze 200 na menší)"
41835;22680.160H130P;"Přechodový díl větší–menší – Ø 160 / 130 mm"
41836;22680.180H130P;"Přechodový díl větší–menší – Ø 180 / 130 mm"
41837;22680.200H130P;"Přechodový díl větší-menší Ø 200 / 130 mm"
41838;22680.180H140P;"Přechodový díl větší-menší - Ø 180 / 140 mm"
41839;22680.200H140P;"Přechodový díl větší-menší - Ø 200 / 140 mm"
41840;22680.200H150P;"Přechodový díl větší-menší - Ø 200 / 150 mm"
41841;22680.200H160P;"Přechodový díl větší-menší – Ø 200 / 160 mm"
41845;22690.160H130;"Přechodový díl menší–větší – Ø 160 mm / 130 mm"
41846;22690.180H130;"Přechodový díl menší–větší – Ø 180 mm / 130 mm"
41847;22690.180H140;"Přechodový díl menší–větší – Ø 180 / 140 mm"
41848;22690.200H140;"Přechodový díl menší–větší – Ø 200 mm / 140 mm"
41849;22690.200H130;"Přechodový díl menší–větší – Ø 200 mm / 130 mm"
41850;22690.200H150;"Přechodový díl menší–větší Ø 200 mm / 150 mm"
41851;22690.200H160;"Přechodový díl menší–větší Ø 200 mm / 160 mm"
41842;22685.150H140T;"Přechodový díl větší–menší tažený – Ø 150 mm / 140 mm"
41843;22685.160H150T;"Přechodový díl větší–menší tažený – Ø 160 mm / 150 mm"
41844;22685.180H160T;"Přechodový díl větší–menší tážený – Ø 180 mm / 160 mm"
41852;22695.150H140;"Přechodový díl menší–větší tažený Ø 150 mm / 140 mm"
41853;22695.160H150;"Přechodový díl menší–větší tažený Ø 160 mm / 150 mm"
41854;22695.180H160;"Přechodový díl menší–větší tažený - Ø 180 mm / 160 mm"
40965;22680.H150120;"Redukce kouřovodu nerez/nerez – po kouři – Ø 150 / 120 mm"
40966;22680.H160120;"Redukce kouřovodu nerez/nerez – po kouři – Ø 160 / 120 mm"
40967;22680.H160130;"Redukce kouřovodu nerez/nerez – po kouři – Ø 160 / 130 mm"
40968;22680.H180120;"Redukce kouřovodu nerez/nerez – po kouři – Ø 180 / 120 mm"
40969;22680.H180130;"Redukce kouřovodu nerez/nerez – po kouři – Ø 180 / 130 mm"
40970;22680.H180140;"Redukce kouřovodu nerez/nerez – po kouři – Ø 180 / 140 mm"
40971;22680.H200120;"Redukce kouřovodu nerez/nerez – po kouři – Ø 200 / 120 mm"
40972;22680.H200130;"Redukce kouřovodu nerez/nerez – po kouři – Ø 200 / 130 mm"
40973;22680.H200140;"Redukce kouřovodu nerez/nerez – po kouři – Ø 200 / 140 mm"
40974;22680.H200160;"Redukce kouřovodu nerez/nerez – po kouři – Ø 200 / 160 mm"
40954;22680.150H120V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 150 / 120 mm"
40955;22680.160H120V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 160 / 120 mm"
40958;22680.160H130V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 160 / 130 mm"
40956;22680.180H120V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 180 / 120 mm"
40959;22680.180H130V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 180 / 130 mm"
40961;22680.180H140V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 180 / 140 mm"
40957;22680.200H120V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 200 / 120 mm"
40960;22680.200H130V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 200 / 130 mm"
40962;22680.200H140V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 200 / 140 mm"
40963;22680.200H150V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 200 / 150 mm"
40964;22680.200H160V;"Redukce kouřovodu nerez/nerez – po vodě – Ø 200 / 160 mm"
40902;21391.16;"ROKA Krycí manžeta 100 mm – Ø 160 mm"
40897;21390.15;"ROKA Krycí manžeta 50 mm – Ø 150 mm"
40900;21390.2;"ROKA Krycí manžeta 50 mm – Ø 200 mm"
40901;21391.15;"ROKA Krycí manžeta 100 mm – Ø 150 mm"
41855;22670.H150180;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 150/180 mm"
40986;22670.H150200;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 150/200 mm"
40987;22670.H160160;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 160/160 mm"
40988;22670.H160180;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 160/180 mm"
40989;22670.H160200;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 160/200 mm"
40990;22670.H180160;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 180/160 mm"
40991;22670.H180180;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 180/180 mm"
40992;22670.H180200;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 180/200 mm"
40993;22670.H200180;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 200/180 mm"
40994;22670.H200200;"ROKA Převlečená redukce nerez/keramika – po kouři Ø 200/200 mm"
40975;22670.14016;"ROKA Převlečená redukce nerez/keramika – po vodě Ø 140 / 160 mm"
40978;22670.16018;"ROKA Převlečená redukce nerez/keramika – po vodě Ø 160/180 mm"
40984;22670.2002;"ROKA Převlečená redukce nerez/keramika – po vodě Ø 200/200 mm"
42219;22670.1502;"ROKA Převlečená redukce nerez/keramika – po vodě Ø 150/200 mm"
40977;22670.16016;"ROKA Převlečená redukce nerez/keramika – po vodě Ø 160/160 mm"
40983;22670.20018;"ROKA Převlečená redukce nerez/keramika – po vodě Ø 200/180 mm"
40976;22670.15016;"ROKA Převlečená redukce nerez/keramika – po vodě Ø 150/160 mm"
42202;21510.23;"ROKA Meidingerova hlava Ø 230 mm"
42203;21510.25;"ROKA Meidingerova hlava Ø 250 mm"
40913;21510.15;"ROKA Meidingerova hlava  Ø 150 mm"
40916;21510.2;"ROKA Meidingerova hlava  Ø 200 mm"
40812;22071.15;"ROKA Kondenzátní jímka s vývodem do boku – Ø 150 mm"
40813;22071.16;"ROKA Kondenzátní jímka s vývodem do boku – Ø 160 mm"
40814;22071.18;"ROKA Kondenzátní jímka s vývodem do boku – Ø 180 mm"
40815;22071.2;"ROKA Kondenzátní jímka s vývodem do boku – Ø 200 mm"
40808;22070.15;"ROKA Kondenzátní jímka s vývodem dolů – Ø 150 mm"
40809;22070.16;"ROKA Kondenzátní jímka s vývodem dolů – Ø 160 mm"
40810;22070.18;"ROKA Kondenzátní jímka s vývodem dolů – Ø 180 mm"
40811;22070.2;"ROKA Kondenzátní jímka s vývodem dolů – Ø 200 mm"
40820;21090.3;"ROKA Vývod z kondenzátní jímky Ø 300 mm"
40821;21090.5;"ROKA Vývod z kondenzátní jímky Ø 500 mm"
40917;21550.15;"ROKA Distanční objímka Ø 150 mm"
40918;21550.16;"ROKA Distanční objímka Ø 160 mm"
40919;21550.18;"ROKA Distanční objímka Ø 180 mm"
40920;21550.2;"ROKA Distanční objímka Ø 200 mm"
40945;21805.15;"ROKA Závěs kouřovodu Ø 150 mm"
40946;21805.16;"ROKA Závěs kouřovodu Ø 160 mm"
40947;21805.18;"ROKA Závěs kouřovodu Ø 180 mm"
40948;21805.2;"ROKA Závěs kouřovodu Ø 200 mm"
40909;21540.15;"ROKA Zavěšovací objímka Ø 150 mm"
42204;21540.14;"ROKA Zavěšovací objímka Ø 140 mm"
40925;22630.15;"ROKA Díl se šroubením Ø 150 mm"
40889;22360.15;"ROKA Dilatační díl 520 – 850 mm Ø 150 mm"
40885;22340.15;"ROKA Komínový díl se spouštěcími třmeny 920 mm Ø 150 mm"
40921;22620.15;"ROKA Uzávěr sopouchu Ø 150 mm"
40893;22370.15;"ROKA Vynášecí díl Ø 150 mm"
40926;22630.16;"ROKA Díl se šroubením Ø 160 mm"
40890;22360.16;"ROKA Dilatační díl 520 – 850 mm Ø 160 mm"
40886;22340.16;"ROKA Komínový díl se spouštěcími třmeny 920 mm Ø 160 mm"
40922;22620.16;"ROKA Uzávěr sopouchu Ø 160 mm"
40894;22370.16;"ROKA Vynášecí díl Ø 160 mm"
40927;22630.18;"ROKA Díl se šroubením Ø 180 mm"
40891;22360.18;"ROKA Dilatační díl 520 – 850 mm Ø 180 mm"
40887;22340.18;"ROKA Komínový díl se spouštěcími třmeny 920 mm Ø 180 mm"
40895;22370.18;"ROKA Vynášecí díl Ø 180 m"
40928;22630.2;"ROKA Díl se šroubením Ø 200 mm"
40892;22360.2;"ROKA Dilatační díl 520 – 850 mm Ø 200 mm"
40888;22340.2;"ROKA Komínový díl se spouštěcími třmeny 920 mm Ø 200 mm"
40924;22620.2;"ROKA Uzávěr sopouchu Ø 200 mm"
40896;22370.2;"ROKA Vynášecí díl Ø 200 mm"
40839;21160.33;"ROKA Komínová dvířka s prodloužením 330 mm"
40840;21160.5;"ROKA Komínová dvířka s prodloužením 500 mm"
42205;21850.15;"ROKA Izolace Ø 150 mm"
40838;21160.25;"ROKA Komínová dvířka s prodloužením 250 mm"
42200;21490.14;"ROKA Krycí deska s odvětráním Ø 140 mm"
40982;22670.1802;"ROKA Převlečená redukce nerez/keramika – po vodě Ø 180/200 mm"
